ダウンロードした時刻：2026/04/13 04:54:09

,東京
,日射量(MJ/m2)
2025年11月26日9時,1.07
2025年11月26日10時,1.56
2025年11月26日11時,1.87
2025年11月26日12時,1.98
2025年11月26日13時,1.86
2025年11月26日14時,1.55
2025年11月26日15時,1.05
2025年11月26日16時,0.46
2025年11月26日17時,0.04
2025年11月26日18時,--
2025年11月26日19時,--
2025年11月26日20時,--
2025年11月26日21時,--
2025年11月26日22時,--
2025年11月26日23時,--
2025年11月26日24時,--
2025年11月27日1時,--
2025年11月27日2時,--
2025年11月27日3時,--
2025年11月27日4時,--
2025年11月27日5時,--
2025年11月27日6時,0.00
2025年11月27日7時,0.04
2025年11月27日8時,0.45
2025年11月27日9時,0.61
2025年11月27日10時,1.43
2025年11月27日11時,1.80
2025年11月27日12時,1.87
2025年11月27日13時,0.47
2025年11月27日14時,0.92
2025年11月27日15時,0.34
2025年11月27日16時,0.08
2025年11月27日17時,0.01
2025年11月27日18時,--
2025年11月27日19時,--
2025年11月27日20時,--
2025年11月27日21時,--
2025年11月27日22時,--
2025年11月27日23時,--
2025年11月27日24時,--
2025年11月28日1時,--
2025年11月28日2時,--
2025年11月28日3時,--
2025年11月28日4時,--
2025年11月28日5時,--
2025年11月28日6時,0.00
2025年11月28日7時,0.02
2025年11月28日8時,0.44
2025年11月28日9時,1.06
2025年11月28日10時,1.55
2025年11月28日11時,1.86
2025年11月28日12時,1.97
2025年11月28日13時,1.88
2025年11月28日14時,1.56
2025年11月28日15時,1.06
2025年11月28日16時,0.46
2025年11月28日17時,0.04
2025年11月28日18時,--
2025年11月28日19時,--
2025年11月28日20時,--
2025年11月28日21時,--
2025年11月28日22時,--
2025年11月28日23時,--
2025年11月28日24時,--
2025年11月29日1時,--
2025年11月29日2時,--
2025年11月29日3時,--
2025年11月29日4時,--
2025年11月29日5時,--
2025年11月29日6時,0.00
2025年11月29日7時,0.02
2025年11月29日8時,0.38
2025年11月29日9時,1.06
2025年11月29日10時,1.35
2025年11月29日11時,1.90
2025年11月29日12時,2.00
2025年11月29日13時,1.61
2025年11月29日14時,0.70
2025年11月29日15時,0.35
2025年11月29日16時,0.17
2025年11月29日17時,0.01
2025年11月29日18時,--
2025年11月29日19時,--
2025年11月29日20時,--
2025年11月29日21時,--
2025年11月29日22時,--
2025年11月29日23時,--
2025年11月29日24時,--
2025年11月30日1時,--
2025年11月30日2時,--
2025年11月30日3時,--
2025年11月30日4時,--
2025年11月30日5時,--
2025年11月30日6時,--
2025年11月30日7時,0.03
2025年11月30日8時,0.43
2025年11月30日9時,1.06
2025年11月30日10時,1.55
2025年11月30日11時,1.87
2025年11月30日12時,1.98
2025年11月30日13時,1.86
2025年11月30日14時,1.53
2025年11月30日15時,1.02
2025年11月30日16時,0.43
2025年11月30日17時,0.03
2025年11月30日18時,--
2025年11月30日19時,--
2025年11月30日20時,--
2025年11月30日21時,--
2025年11月30日22時,--
2025年11月30日23時,--
2025年11月30日24時,--
2025年12月1日1時,--
2025年12月1日2時,--
2025年12月1日3時,--
2025年12月1日4時,--
2025年12月1日5時,--
2025年12月1日6時,--
2025年12月1日7時,0.03
2025年12月1日8時,0.23
2025年12月1日9時,0.67
2025年12月1日10時,1.55
2025年12月1日11時,1.87
2025年12月1日12時,1.96
2025年12月1日13時,1.81
2025年12月1日14時,1.45
2025年12月1日15時,0.95
2025年12月1日16時,0.33
2025年12月1日17時,0.02
2025年12月1日18時,--
2025年12月1日19時,--
2025年12月1日20時,--
2025年12月1日21時,--
2025年12月1日22時,--
2025年12月1日23時,--
2025年12月1日24時,--
2025年12月2日1時,--
2025年12月2日2時,--
2025年12月2日3時,--
2025年12月2日4時,--
2025年12月2日5時,--
2025年12月2日6時,--
2025年12月2日7時,0.02
2025年12月2日8時,0.19
2025年12月2日9時,0.41
2025年12月2日10時,1.07
2025年12月2日11時,1.03
2025年12月2日12時,1.66
2025年12月2日13時,1.23
2025年12月2日14時,0.46
2025年12月2日15時,0.36
2025年12月2日16時,0.29
2025年12月2日17時,0.03
2025年12月2日18時,--
2025年12月2日19時,--
2025年12月2日20時,--
2025年12月2日21時,--
2025年12月2日22時,--
2025年12月2日23時,--
2025年12月2日24時,--
2025年12月3日1時,--
2025年12月3日2時,--
2025年12月3日3時,--
2025年12月3日4時,--
2025年12月3日5時,--
2025年12月3日6時,--
2025年12月3日7時,0.00
2025年12月3日8時,0.04
2025年12月3日9時,0.06
2025年12月3日10時,0.13
2025年12月3日11時,0.18
2025年12月3日12時,0.26
2025年12月3日13時,0.23
2025年12月3日14時,0.36
2025年12月3日15時,0.60
2025年12月3日16時,0.35
2025年12月3日17時,0.02
2025年12月3日18時,--
2025年12月3日19時,--
2025年12月3日20時,--
2025年12月3日21時,--
2025年12月3日22時,--
2025年12月3日23時,--
2025年12月3日24時,--
2025年12月4日1時,--
2025年12月4日2時,--
2025年12月4日3時,--
2025年12月4日4時,--
2025年12月4日5時,--
2025年12月4日6時,--
2025年12月4日7時,0.02
2025年12月4日8時,0.42
2025年12月4日9時,1.08
2025年12月4日10時,1.59
2025年12月4日11時,1.92
2025年12月4日12時,2.03
2025年12月4日13時,1.92
2025年12月4日14時,1.58
2025年12月4日15時,1.07
2025年12月4日16時,0.46
2025年12月4日17時,0.02
2025年12月4日18時,--
2025年12月4日19時,--
2025年12月4日20時,--
2025年12月4日21時,--
2025年12月4日22時,--
2025年12月4日23時,--
2025年12月4日24時,--
2025年12月5日1時,--
2025年12月5日2時,--
2025年12月5日3時,--
2025年12月5日4時,--
2025年12月5日5時,--
2025年12月5日6時,--
2025年12月5日7時,0.01
2025年12月5日8時,0.40
2025年12月5日9時,1.05
2025年12月5日10時,1.55
2025年12月5日11時,1.87
2025年12月5日12時,1.96
2025年12月5日13時,1.79
2025年12月5日14時,1.07
2025年12月5日15時,1.03
2025年12月5日16時,0.45
2025年12月5日17時,0.03
2025年12月5日18時,--
2025年12月5日19時,--
2025年12月5日20時,--
2025年12月5日21時,--
2025年12月5日22時,--
2025年12月5日23時,--
2025年12月5日24時,--
2025年12月6日1時,--
2025年12月6日2時,--
2025年12月6日3時,--
2025年12月6日4時,--
2025年12月6日5時,--
2025年12月6日6時,--
2025年12月6日7時,0.02
2025年12月6日8時,0.36
2025年12月6日9時,0.80
2025年12月6日10時,1.41
2025年12月6日11時,1.62
2025年12月6日12時,1.47
2025年12月6日13時,1.03
2025年12月6日14時,0.80
2025年12月6日15時,0.63
2025年12月6日16時,0.28
2025年12月6日17時,0.04
2025年12月6日18時,--
2025年12月6日19時,--
2025年12月6日20時,--
2025年12月6日21時,--
2025年12月6日22時,--
2025年12月6日23時,--
2025年12月6日24時,--
2025年12月7日1時,--
2025年12月7日2時,--
2025年12月7日3時,--
2025年12月7日4時,--
2025年12月7日5時,--
2025年12月7日6時,--
2025年12月7日7時,0.02
2025年12月7日8時,0.38
2025年12月7日9時,1.01
2025年12月7日10時,1.51
2025年12月7日11時,1.84
2025年12月7日12時,1.96
2025年12月7日13時,1.87
2025年12月7日14時,1.53
2025年12月7日15時,1.00
2025年12月7日16時,0.43
2025年12月7日17時,0.03
2025年12月7日18時,--
2025年12月7日19時,--
2025年12月7日20時,--
2025年12月7日21時,--
2025年12月7日22時,--
2025年12月7日23時,--
2025年12月7日24時,--
2025年12月8日1時,--
2025年12月8日2時,--
2025年12月8日3時,--
2025年12月8日4時,--
2025年12月8日5時,--
2025年12月8日6時,--
2025年12月8日7時,0.01
2025年12月8日8時,0.36
2025年12月8日9時,0.98
2025年12月8日10時,1.48
2025年12月8日11時,1.79
2025年12月8日12時,1.84
2025年12月8日13時,1.77
2025年12月8日14時,1.44
2025年12月8日15時,0.97
2025年12月8日16時,0.43
2025年12月8日17時,0.04
2025年12月8日18時,--
2025年12月8日19時,--
2025年12月8日20時,--
2025年12月8日21時,--
2025年12月8日22時,--
2025年12月8日23時,--
2025年12月8日24時,--
2025年12月9日1時,--
2025年12月9日2時,--
2025年12月9日3時,--
2025年12月9日4時,--
2025年12月9日5時,--
2025年12月9日6時,--
2025年12月9日7時,0.01
2025年12月9日8時,0.27
2025年12月9日9時,0.97
2025年12月9日10時,1.46
2025年12月9日11時,1.78
2025年12月9日12時,1.85
2025年12月9日13時,2.05
2025年12月9日14時,1.11
2025年12月9日15時,0.79
2025年12月9日16時,0.44
2025年12月9日17時,0.02
2025年12月9日18時,--
2025年12月9日19時,--
2025年12月9日20時,--
2025年12月9日21時,--
2025年12月9日22時,--
2025年12月9日23時,--
2025年12月9日24時,--
2025年12月10日1時,--
2025年12月10日2時,--
2025年12月10日3時,--
2025年12月10日4時,--
2025年12月10日5時,--
2025年12月10日6時,--
2025年12月10日7時,0.01
2025年12月10日8時,0.35
2025年12月10日9時,0.98
2025年12月10日10時,1.49
2025年12月10日11時,1.82
2025年12月10日12時,1.65
2025年12月10日13時,1.39
2025年12月10日14時,1.31
2025年12月10日15時,0.97
2025年12月10日16時,0.44
2025年12月10日17時,0.03
2025年12月10日18時,--
2025年12月10日19時,--
2025年12月10日20時,--
2025年12月10日21時,--
2025年12月10日22時,--
2025年12月10日23時,--
2025年12月10日24時,--
2025年12月11日1時,--
2025年12月11日2時,--
2025年12月11日3時,--
2025年12月11日4時,--
2025年12月11日5時,--
2025年12月11日6時,--
2025年12月11日7時,0.01
2025年12月11日8時,0.26
2025年12月11日9時,0.47
2025年12月11日10時,0.60
2025年12月11日11時,1.00
2025年12月11日12時,1.76
2025年12月11日13時,1.83
2025年12月11日14時,1.46
2025年12月11日15時,0.98
2025年12月11日16時,0.43
2025年12月11日17時,0.03
2025年12月11日18時,--
2025年12月11日19時,--
2025年12月11日20時,--
2025年12月11日21時,--
2025年12月11日22時,--
2025年12月11日23時,--
2025年12月11日24時,--
2025年12月12日1時,--
2025年12月12日2時,--
2025年12月12日3時,--
2025年12月12日4時,--
2025年12月12日5時,--
2025年12月12日6時,--
2025年12月12日7時,0.01
2025年12月12日8時,0.35
2025年12月12日9時,1.00
2025年12月12日10時,1.52
2025年12月12日11時,1.85
2025年12月12日12時,1.98
2025年12月12日13時,1.87
2025年12月12日14時,1.55
2025年12月12日15時,1.05
2025年12月12日16時,0.46
2025年12月12日17時,0.03
2025年12月12日18時,--
2025年12月12日19時,--
2025年12月12日20時,--
2025年12月12日21時,--
2025年12月12日22時,--
2025年12月12日23時,--
2025年12月12日24時,--
2025年12月13日1時,--
2025年12月13日2時,--
2025年12月13日3時,--
2025年12月13日4時,--
2025年12月13日5時,--
2025年12月13日6時,--
2025年12月13日7時,0.01
2025年12月13日8時,0.16
2025年12月13日9時,0.63
2025年12月13日10時,1.66
2025年12月13日11時,1.76
2025年12月13日12時,1.85
2025年12月13日13時,1.35
2025年12月13日14時,0.68
2025年12月13日15時,0.32
2025年12月13日16時,0.10
2025年12月13日17時,0.01
2025年12月13日18時,--
2025年12月13日19時,--
2025年12月13日20時,--
2025年12月13日21時,--
2025年12月13日22時,--
2025年12月13日23時,--
2025年12月13日24時,--
2025年12月14日1時,--
2025年12月14日2時,--
2025年12月14日3時,--
2025年12月14日4時,--
2025年12月14日5時,--
2025年12月14日6時,--
2025年12月14日7時,0.00
2025年12月14日8時,0.03
2025年12月14日9時,0.09
2025年12月14日10時,0.10
2025年12月14日11時,0.21
2025年12月14日12時,0.32
2025年12月14日13時,0.40
2025年12月14日14時,0.33
2025年12月14日15時,0.33
2025年12月14日16時,0.22
2025年12月14日17時,0.02
2025年12月14日18時,--
2025年12月14日19時,--
2025年12月14日20時,--
2025年12月14日21時,--
2025年12月14日22時,--
2025年12月14日23時,--
2025年12月14日24時,--
2025年12月15日1時,--
2025年12月15日2時,--
2025年12月15日3時,--
2025年12月15日4時,--
2025年12月15日5時,--
2025年12月15日6時,--
2025年12月15日7時,0.01
2025年12月15日8時,0.33
2025年12月15日9時,0.96
2025年12月15日10時,1.47
2025年12月15日11時,1.80
2025年12月15日12時,1.93
2025年12月15日13時,1.84
2025年12月15日14時,1.53
2025年12月15日15時,1.04
2025年12月15日16時,0.46
2025年12月15日17時,0.04
2025年12月15日18時,--
2025年12月15日19時,--
2025年12月15日20時,--
2025年12月15日21時,--
2025年12月15日22時,--
2025年12月15日23時,--
2025年12月15日24時,--
2025年12月16日1時,--
2025年12月16日2時,--
2025年12月16日3時,--
2025年12月16日4時,--
2025年12月16日5時,--
2025年12月16日6時,--
2025年12月16日7時,0.01
2025年12月16日8時,0.15
2025年12月16日9時,0.73
2025年12月16日10時,1.38
2025年12月16日11時,1.81
2025年12月16日12時,1.48
2025年12月16日13時,1.36
2025年12月16日14時,1.48
2025年12月16日15時,0.99
2025年12月16日16時,0.42
2025年12月16日17時,0.03
2025年12月16日18時,--
2025年12月16日19時,--
2025年12月16日20時,--
2025年12月16日21時,--
2025年12月16日22時,--
2025年12月16日23時,--
2025年12月16日24時,--
2025年12月17日1時,--
2025年12月17日2時,--
2025年12月17日3時,--
2025年12月17日4時,--
2025年12月17日5時,--
2025年12月17日6時,--
2025年12月17日7時,0.01
2025年12月17日8時,0.30
2025年12月17日9時,0.88
2025年12月17日10時,1.37
2025年12月17日11時,1.68
2025年12月17日12時,1.83
2025年12月17日13時,1.59
2025年12月17日14時,1.44
2025年12月17日15時,0.96
2025年12月17日16時,0.41
2025年12月17日17時,0.03
2025年12月17日18時,--
2025年12月17日19時,--
2025年12月17日20時,--
2025年12月17日21時,--
2025年12月17日22時,--
2025年12月17日23時,--
2025年12月17日24時,--
2025年12月18日1時,--
2025年12月18日2時,--
2025年12月18日3時,--
2025年12月18日4時,--
2025年12月18日5時,--
2025年12月18日6時,--
2025年12月18日7時,0.01
2025年12月18日8時,0.31
2025年12月18日9時,0.94
2025年12月18日10時,1.45
2025年12月18日11時,1.78
2025年12月18日12時,1.93
2025年12月18日13時,1.85
2025年12月18日14時,1.54
2025年12月18日15時,1.06
2025年12月18日16時,0.43
2025年12月18日17時,0.04
2025年12月18日18時,--
2025年12月18日19時,--
2025年12月18日20時,--
2025年12月18日21時,--
2025年12月18日22時,--
2025年12月18日23時,--
2025年12月18日24時,--
2025年12月19日1時,--
2025年12月19日2時,--
2025年12月19日3時,--
2025年12月19日4時,--
2025年12月19日5時,--
2025年12月19日6時,--
2025年12月19日7時,0.00
2025年12月19日8時,0.18
2025年12月19日9時,0.41
2025年12月19日10時,0.89
2025年12月19日11時,1.21
2025年12月19日12時,1.48
2025年12月19日13時,1.31
2025年12月19日14時,1.15
2025年12月19日15時,0.79
2025年12月19日16時,0.24
2025年12月19日17時,0.02
2025年12月19日18時,--
2025年12月19日19時,--
2025年12月19日20時,--
2025年12月19日21時,--
2025年12月19日22時,--
2025年12月19日23時,--
2025年12月19日24時,--
2025年12月20日1時,--
2025年12月20日2時,--
2025年12月20日3時,--
2025年12月20日4時,--
2025年12月20日5時,--
2025年12月20日6時,--
2025年12月20日7時,0.01
2025年12月20日8時,0.11
2025年12月20日9時,0.29
